z6-07506,Port 1,Port 2,Port 3,Port 4,Port 5,Port 6,% Battery Percent, mV Battery Voltage, kPa Reference Pressure, °C Logger Temperature
12/21/23 20:20,#N/A,-0.070,-0.072,#N/A,-0.072,-0.025,73,7577,100.57,21.6
12/21/23 20:30,#N/A,-0.070,-0.072,#N/A,-0.072,-0.025,16,7100,100.56,21.6
12/21/23 20:40,#N/A,-0.070,-0.072,#N/A,-0.073,-0.025,31,7221,100.57,21.7
12/21/23 20:50,#N/A,-0.070,-0.072,#N/A,-0.072,-0.025,35,7258,100.59,21.6
12/21/23 21:00,#N/A,-0.069,-0.071,#N/A,-0.072,-0.024,37,7277,100.62,21.5
12/21/23 21:10,#N/A,-0.069,-0.071,#N/A,-0.071,-0.024,39,7289,100.62,21.4
12/21/23 21:20,#N/A,-0.069,-0.070,#N/A,-0.071,-0.024,40,7298,100.61,21.4
12/21/23 21:30,#N/A,-0.069,-0.070,#N/A,-0.071,-0.024,41,7305,100.59,21.3
12/21/23 21:40,#N/A,-0.068,-0.070,#N/A,-0.071,-0.024,0,5340,100.60,21.3
12/21/23 22:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.053,0,5216,100.65,21.3
12/22/23 0:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6492,100.65,21.0
12/22/23 0:40,#N/A,-0.073,#N/A,#N/A,#N/A,-0.027,0,6515,100.63,21.0
12/22/23 0:50,#N/A,-0.068,-0.070,#N/A,-0.071,-0.024,0,6540,100.61,20.9
12/22/23 1:00,#N/A,-0.067,-0.069,#N/A,-0.069,-0.023,0,6569,100.60,20.9
12/22/23 1:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6609,100.60,20.9
12/22/23 1:20,#N/A,-0.067,-0.069,#N/A,-0.070,-0.024,0,6660,100.59,20.9
12/22/23 1:30,#N/A,-0.066,-0.069,#N/A,-0.069,-0.023,0,6726,100.58,20.9
12/22/23 1:40,#N/A,-0.066,-0.068,#N/A,-0.069,-0.023,0,6777,100.56,20.9
12/22/23 1:50,#N/A,-0.066,-0.068,#N/A,-0.069,-0.022,0,6821,100.55,20.8
12/22/23 2:00,#N/A,-0.066,-0.068,#N/A,-0.068,-0.023,0,6854,100.54,20.8
12/22/23 2:10,#N/A,-0.066,-0.068,#N/A,-0.068,-0.022,0,6882,100.54,20.8
12/22/23 2:20,#N/A,-0.066,-0.067,#N/A,-0.068,-0.022,0,6901,100.53,20.8
12/22/23 2:30,#N/A,-0.065,-0.067,#N/A,-0.068,-0.022,0,6918,100.55,20.8
12/22/23 2:40,#N/A,-0.065,-0.067,#N/A,-0.068,-0.022,0,6926,100.58,20.8
12/22/23 2:50,#N/A,-0.065,-0.068,#N/A,-0.068,-0.022,0,6939,100.60,20.8
12/22/23 3:00,#N/A,-0.065,-0.067,#N/A,-0.068,-0.023,0,6945,100.59,20.8
12/22/23 3:10,#N/A,-0.065,-0.067,#N/A,-0.068,-0.022,0,6951,100.60,20.7
12/22/23 3:20,#N/A,-0.065,-0.067,#N/A,-0.068,-0.022,0,6955,100.59,20.7
12/22/23 3:30,#N/A,-0.065,-0.067,#N/A,-0.068,-0.022,0,5104,100.58,20.8
12/22/23 8:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.062,0,6309,100.62,20.4
12/22/23 12:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.052,0,6315,100.63,20.9
12/22/23 14:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.072,0,6337,100.49,21.2
12/22/23 15:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.060,0,6325,100.45,21.5
12/22/23 16:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.061,0,6327,100.44,21.6
12/22/23 17:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.054,0,6319,100.46,21.7
12/22/23 18:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.054,0,6318,100.50,21.7
12/22/23 19:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6407,100.52,21.6
12/22/23 19:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.040,0,6303,100.51,21.6
12/22/23 20:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.060,0,6332,100.56,21.4
12/22/23 21:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.059,0,6323,100.57,21.3
12/22/23 22:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.064,0,6344,100.61,21.1
12/22/23 23:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.048,0,6305,100.64,21.0
12/23/23 0:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6413,100.65,20.8
12/23/23 0:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.032,0,6288,100.66,20.8
12/23/23 1:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6284,100.65,20.7
12/23/23 1:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6377,100.64,20.6
12/23/23 1:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.030,0,6258,100.64,20.6
12/23/23 2:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6328,100.65,20.5
12/23/23 3:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.053,0,6297,100.69,20.3
12/23/23 4:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6350,100.70,20.2
12/23/23 5:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6418,100.69,20.1
12/23/23 5:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.034,0,6271,100.70,20.1
12/23/23 6:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6370,100.75,19.9
12/23/23 6:50,#N/A,-0.070,-0.072,#N/A,-0.073,-0.025,0,6249,100.75,19.9
12/23/23 7:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6377,100.79,19.8
12/23/23 7:50,#N/A,-0.073,#N/A,#N/A,#N/A,-0.028,0,6238,100.81,19.8
12/23/23 8:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6385,100.84,19.7
12/23/23 8:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.033,0,6230,100.84,19.6
12/23/23 12:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6421,100.93,19.8
12/23/23 12:50,#N/A,#N/A,#N/A,#N/A,#N/A,-0.035,0,6257,100.93,19.9
12/23/23 14:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.048,0,6252,100.81,20.3
12/23/23 15:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6369,100.80,20.6
12/23/23 15:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.032,0,6228,100.80,20.7
12/23/23 16:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.059,0,6260,100.81,20.7
12/23/23 17:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.063,0,6252,100.82,20.8
12/23/23 18:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6308,100.93,20.7
12/23/23 19:10,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6326,100.96,20.6
12/23/23 20:20,#N/A,#N/A,#N/A,#N/A,#N/A,-0.053,0,6245,100.98,20.4
12/23/23 21:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.047,0,6216,100.97,20.2
12/23/23 22:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6325,101.01,20.0
12/23/23 23:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.056,0,6231,101.07,19.9
12/24/23 0:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6306,101.07,19.8
12/24/23 2:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6277,101.10,19.6
12/24/23 3:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.069,0,6245,101.14,19.5
12/24/23 4:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.061,0,6217,101.18,19.4
12/24/23 5:40,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6250,101.20,19.2
12/24/23 7:20,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6249,101.29,19.1
12/24/23 8:10,#N/A,#N/A,#N/A,#N/A,#N/A,-0.050,0,6173,101.32,19.0
12/24/23 12:30,#N/A,#N/A,#N/A,#N/A,#N/A,-0.069,0,6215,101.42,19.1
12/24/23 14:30,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,6318,101.33,19.5
12/24/23 15:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.070,0,6205,101.29,19.8
12/24/23 17:40,#N/A,#N/A,#N/A,#N/A,#N/A,-0.063,0,6179,101.24,20.0
1/16/24 12:20,-0.055,-0.037,-0.041,0.275,0.335,0.315,100,8007,101.88,15.5
1/16/24 12:30,-0.055,-0.036,-0.041,0.274,0.335,0.315,100,7938,101.69,19.1
1/16/24 12:40,-0.054,-0.036,-0.041,0.275,0.335,0.315,100,7840,101.73,22.1
1/16/24 12:50,-0.056,-0.037,-0.042,0.275,0.335,0.315,100,7830,101.82,20.0
1/16/24 13:00,-0.061,-0.045,0.104,0.275,0.335,0.315,100,7985,101.77,19.3
1/16/24 13:10,0.156,0.270,0.315,0.275,0.335,0.315,100,7998,101.72,19.9
1/16/24 13:30,0.299,0.286,0.315,0.275,0.334,0.315,100,7876,101.78,18.4
1/16/24 13:40,0.300,0.288,0.315,0.276,0.334,0.315,100,7919,101.77,17.8
1/16/24 13:50,0.300,0.290,0.315,0.276,0.334,0.316,100,7922,101.74,17.0
1/16/24 14:00,0.300,0.291,0.315,0.276,0.334,0.316,100,7935,101.73,16.4
1/16/24 14:10,0.300,0.292,0.315,0.276,0.334,0.316,100,7953,101.72,16.0
1/16/24 14:20,0.300,0.292,0.315,0.276,0.334,0.316,100,7960,101.70,15.7
1/16/24 14:30,0.300,0.293,0.315,0.276,0.334,0.316,100,7948,101.69,15.4
1/16/24 14:40,0.300,0.293,0.315,0.276,0.334,0.316,100,7947,101.69,15.1
1/16/24 14:50,0.300,0.293,0.315,0.276,0.334,0.316,100,7936,101.69,15.0
1/16/24 15:00,0.300,0.293,0.315,0.276,0.334,0.316,100,7922,101.67,14.8
1/16/24 15:10,0.300,0.293,0.315,0.277,0.334,0.316,100,7905,101.67,14.5
1/16/24 15:20,0.300,0.293,0.315,0.277,0.334,0.316,100,7894,101.66,14.1
1/16/24 15:30,0.300,0.293,0.315,0.277,0.334,0.316,100,7878,101.65,14.0
1/16/24 15:40,0.300,0.292,0.315,0.277,0.334,0.316,100,7884,101.64,13.9
1/16/24 15:50,0.300,0.292,0.315,0.277,0.334,0.316,100,7880,101.65,13.7
1/16/24 16:00,0.300,0.292,0.315,0.277,0.334,0.316,100,7880,101.64,13.5
1/16/24 16:10,0.300,0.292,0.315,0.277,0.334,0.316,100,7872,101.66,13.4
1/16/24 16:20,0.300,0.292,0.315,0.277,0.334,0.316,100,7864,101.63,13.3
1/16/24 16:30,0.300,0.292,0.315,0.277,0.334,0.316,100,7846,101.61,13.0
1/16/24 16:40,0.300,0.292,0.315,0.277,0.334,0.316,100,7845,101.60,12.8
1/16/24 16:50,0.300,0.291,0.315,0.277,0.334,0.316,100,7843,101.59,12.6
1/16/24 17:00,0.300,0.291,0.315,0.277,0.334,0.316,100,7840,101.59,12.5
1/16/24 17:10,0.300,0.291,0.315,0.277,0.334,0.316,100,7803,101.57,12.5
1/16/24 17:20,0.300,0.291,0.315,0.277,0.334,0.316,100,7817,101.56,12.4
1/16/24 17:30,0.300,0.291,0.315,0.277,0.334,0.316,100,7821,101.54,12.3
1/16/24 17:40,0.300,0.291,0.315,0.277,0.334,0.316,100,7815,101.55,12.2
1/16/24 17:50,0.300,0.291,0.315,0.277,0.334,0.316,100,7814,101.55,12.2
1/16/24 18:00,0.300,0.291,0.315,0.277,0.334,0.316,100,7809,101.56,12.2
1/16/24 18:10,0.300,0.290,0.315,0.277,0.334,0.316,100,7806,101.57,12.1
1/16/24 18:20,0.301,0.290,0.315,0.277,0.334,0.316,97,7776,101.54,11.9
1/16/24 18:30,0.301,0.294,0.315,0.277,0.334,0.316,99,7793,101.53,11.7
1/16/24 18:40,0.303,0.314,0.315,0.277,0.334,0.316,99,7792,101.52,11.7
1/16/24 18:50,0.305,0.331,0.316,0.278,0.334,0.316,99,7792,101.52,11.6
1/16/24 19:00,0.306,0.332,0.318,0.279,0.334,0.316,98,7789,101.49,11.6
1/16/24 19:10,0.308,0.332,0.321,0.281,0.334,0.316,98,7790,101.49,11.6
1/16/24 19:20,0.309,0.331,0.320,0.287,0.335,0.317,98,7785,101.51,11.6
1/16/24 19:30,0.311,0.331,0.320,0.292,0.335,0.317,96,7767,101.52,11.6
1/16/24 19:40,0.313,0.331,0.320,0.297,0.335,0.317,96,7771,101.51,11.6
1/16/24 19:50,0.316,0.333,0.321,0.306,0.336,0.317,96,7773,101.48,11.6
1/16/24 20:00,0.318,0.333,0.323,0.310,0.336,0.317,96,7771,101.45,11.6
1/16/24 20:10,0.320,0.332,0.326,0.311,0.336,0.318,96,7771,101.44,11.6
1/16/24 20:20,0.321,0.332,0.327,0.311,0.337,0.320,96,7768,101.45,11.6
1/16/24 20:30,0.321,0.332,0.328,0.311,0.337,0.322,96,7767,101.44,11.6
1/16/24 20:40,0.321,0.332,0.328,0.310,0.337,0.323,93,7745,101.44,11.7
1/16/24 20:50,0.321,0.331,0.329,0.309,0.337,0.324,93,7748,101.43,11.7
1/16/24 21:00,0.322,0.331,0.329,0.309,0.337,0.324,94,7754,101.43,11.8
1/16/24 21:10,0.321,0.331,0.329,0.308,0.337,0.324,94,7751,101.43,11.8
1/16/24 21:20,0.321,0.331,0.329,0.309,0.337,0.324,94,7751,101.43,11.9
1/16/24 21:30,0.321,0.331,0.329,0.310,0.337,0.324,94,7750,101.44,11.9
1/16/24 21:40,0.321,0.331,0.329,0.310,0.337,0.324,91,7725,101.41,11.9
1/16/24 21:50,0.321,0.331,0.330,0.310,0.337,0.325,91,7732,101.42,12.0
1/16/24 22:00,0.321,0.331,0.330,0.309,0.337,0.325,92,7736,101.42,12.0
1/16/24 22:10,0.320,0.331,0.330,0.309,0.337,0.325,92,7736,101.43,12.0
1/16/24 22:20,0.320,0.331,0.330,0.309,0.337,0.325,88,7704,101.43,12.0
1/16/24 22:30,0.320,0.331,0.331,0.308,0.337,0.325,90,7718,101.42,12.1
1/16/24 22:40,0.320,0.331,0.331,0.308,0.337,0.325,90,7720,101.43,12.1
1/16/24 22:50,0.320,0.331,0.331,0.308,0.337,0.326,90,7722,101.44,12.1
1/16/24 23:00,0.319,0.331,0.332,0.308,0.337,0.326,90,7722,101.43,12.1
1/16/24 23:10,0.319,0.331,0.332,0.308,0.337,0.326,87,7697,101.44,12.1
1/16/24 23:20,0.319,0.331,0.332,0.308,0.337,0.326,89,7708,101.42,12.1
1/16/24 23:30,0.319,0.331,0.332,0.308,0.337,0.326,89,7710,101.43,12.1
1/16/24 23:40,0.319,0.332,0.332,0.308,0.337,0.326,89,7712,101.44,12.2
1/16/24 23:50,0.319,0.332,0.332,0.308,0.337,0.326,89,7710,101.43,12.2
1/17/24 0:00,0.319,0.332,0.332,0.307,0.337,0.326,89,7712,101.43,12.2
1/17/24 0:10,0.319,0.333,0.332,0.307,0.337,0.326,85,7680,101.43,12.2
1/17/24 0:20,0.318,0.333,0.332,0.307,0.337,0.326,86,7688,101.44,12.2
1/17/24 0:30,0.318,0.333,0.332,0.306,0.337,0.326,87,7691,101.44,12.3
1/17/24 0:40,0.318,0.334,0.332,0.306,0.337,0.326,87,7694,101.44,12.3
1/17/24 0:50,0.318,0.334,0.332,0.306,0.337,0.326,87,7694,101.42,12.3
1/17/24 1:00,0.318,0.334,0.332,0.306,0.337,0.326,87,7694,101.41,12.3
1/17/24 1:10,0.318,0.334,0.332,0.306,0.337,0.326,72,7568,101.42,12.4
1/17/24 1:20,0.317,0.334,0.332,0.306,0.337,0.326,75,7596,101.43,12.4
1/17/24 1:30,0.318,0.334,0.332,0.306,0.337,0.326,77,7607,101.42,12.4
1/17/24 1:40,0.318,0.334,0.332,0.307,0.337,0.326,70,7556,101.42,12.4
1/17/24 1:50,0.318,0.334,0.332,0.308,0.337,0.326,73,7578,101.42,12.4
1/17/24 2:00,0.318,0.334,0.332,0.308,0.337,0.326,75,7590,101.41,12.4
1/17/24 2:10,0.318,0.334,0.332,0.308,0.337,0.326,75,7595,101.40,12.4
1/17/24 2:20,0.318,0.334,0.332,0.308,0.337,0.326,75,7598,101.40,12.4
1/17/24 2:30,0.318,0.334,0.332,0.308,0.337,0.326,71,7564,101.42,12.4
1/17/24 2:40,0.318,0.334,0.332,0.307,0.337,0.326,73,7574,101.41,12.4
1/17/24 2:50,0.317,0.334,0.332,0.307,0.337,0.326,73,7579,101.43,12.3
1/17/24 3:00,0.317,0.334,0.332,0.306,0.337,0.326,74,7582,101.44,12.3
1/17/24 3:10,0.317,0.334,0.332,0.306,0.337,0.326,74,7585,101.44,12.2
1/17/24 3:20,0.317,0.334,0.332,0.306,0.337,0.326,68,7539,101.43,12.2
1/17/24 3:30,0.317,0.334,0.332,0.305,0.338,0.327,70,7550,101.45,12.2
1/17/24 3:40,0.317,0.335,0.332,0.305,0.338,0.327,71,7560,101.46,12.1
1/17/24 3:50,0.317,0.335,0.332,0.305,0.338,0.327,71,7562,101.46,12.1
1/17/24 4:00,0.316,0.334,0.332,0.305,0.338,0.327,71,7563,101.47,12.0
1/17/24 4:10,0.316,0.334,0.332,0.305,0.338,0.327,72,7566,101.48,12.0
1/17/24 4:20,0.316,0.334,0.332,0.304,0.338,0.327,72,7566,101.49,12.0
1/17/24 4:30,0.316,0.334,0.332,0.304,0.338,0.327,67,7523,101.49,11.9
1/17/24 4:40,0.316,0.335,0.332,0.304,0.338,0.328,68,7533,101.48,11.8
1/17/24 4:50,0.316,0.335,0.332,0.304,0.338,0.328,68,7539,101.48,11.6
1/17/24 5:00,0.315,0.335,0.332,0.304,0.338,0.329,69,7542,101.48,11.5
1/17/24 5:10,0.315,0.335,0.332,0.304,0.338,0.333,69,7542,101.48,11.4
1/17/24 5:20,0.315,0.335,0.332,0.304,0.339,0.338,69,7543,101.49,11.4
1/17/24 5:30,0.315,0.334,0.332,0.305,0.339,0.339,64,7498,101.49,11.4
1/17/24 5:40,0.315,0.334,0.332,0.305,0.339,0.338,65,7506,101.49,11.4
1/17/24 5:50,0.315,0.334,0.332,0.305,0.339,0.338,65,7513,101.50,11.4
1/17/24 6:00,0.315,0.334,0.332,0.305,0.339,0.340,65,7513,101.51,11.4
1/17/24 6:10,0.315,0.334,0.332,0.305,0.339,0.340,65,7514,101.51,11.4
1/17/24 6:20,0.315,0.334,0.332,0.305,0.339,0.340,66,7517,101.52,11.4
1/17/24 6:30,0.314,0.334,0.332,0.305,0.339,0.340,66,7520,101.52,11.4
1/17/24 6:40,0.314,0.334,0.332,0.305,0.339,0.341,60,7466,101.53,11.4
1/17/24 6:50,0.314,0.335,0.332,0.305,0.339,0.341,61,7475,101.53,11.3
1/17/24 7:00,0.314,0.335,0.332,0.305,0.339,0.341,61,7478,101.54,11.3
1/17/24 7:10,0.314,0.335,0.332,0.305,0.339,0.341,62,7481,101.55,11.2
1/17/24 7:20,0.314,0.335,0.332,0.305,0.339,0.341,62,7484,101.56,11.2
1/17/24 7:30,0.314,0.335,0.332,0.305,0.339,0.341,58,7449,101.56,11.2
1/17/24 7:40,0.314,0.335,0.332,0.305,0.339,0.341,59,7456,101.56,11.2
1/17/24 7:50,0.314,0.335,0.332,0.306,0.339,0.341,59,7460,101.56,11.1
1/17/24 8:00,0.314,0.335,0.332,0.305,0.339,0.340,59,7459,101.57,11.1
1/17/24 8:10,0.314,0.335,0.332,0.306,0.339,0.341,59,7463,101.57,11.1
1/17/24 8:20,0.314,0.335,0.332,0.306,0.339,0.341,52,7404,101.59,11.1
1/17/24 8:30,0.314,0.335,0.332,0.306,0.340,0.341,54,7419,101.60,11.2
1/17/24 8:40,0.313,0.335,0.332,0.306,0.340,0.341,55,7424,101.60,11.2
1/17/24 8:50,0.313,0.335,0.332,0.306,0.340,0.341,55,7427,101.60,11.2
1/17/24 9:00,0.313,0.335,0.332,0.306,0.340,0.341,55,7429,101.61,11.2
1/17/24 9:10,0.313,0.335,0.332,0.306,0.340,0.341,56,7434,101.64,11.2
1/17/24 9:20,0.313,0.335,0.332,0.306,0.340,0.341,56,7432,101.66,11.3
1/17/24 9:30,0.313,0.335,0.332,0.306,0.340,0.341,56,7433,101.67,11.4
1/17/24 9:40,0.313,0.335,0.333,0.306,0.340,0.341,57,7447,101.68,11.5
1/17/24 9:50,0.313,0.335,0.333,0.306,0.340,0.342,63,7493,101.69,11.7
1/17/24 10:00,0.313,0.336,0.332,0.306,0.340,0.342,65,7506,101.71,11.9
1/17/24 10:10,0.313,0.336,0.332,0.306,0.340,0.342,66,7517,101.73,12.0
1/17/24 10:20,0.313,0.336,0.332,0.306,0.340,0.342,73,7577,101.75,12.1
1/17/24 10:30,0.313,0.336,0.333,0.306,0.340,0.342,84,7672,101.77,12.2
1/17/24 10:40,0.313,0.336,0.333,0.306,0.339,0.342,94,7753,101.79,12.5
1/17/24 10:50,0.313,0.336,0.333,0.306,0.339,0.342,100,7848,101.81,12.7
1/17/24 11:00,0.313,0.336,0.333,0.306,0.339,0.342,100,7946,101.81,13.2
1/17/24 11:10,0.313,0.336,0.333,0.306,0.339,0.342,100,7968,101.84,13.5
1/17/24 11:20,0.313,0.336,0.333,0.306,0.339,0.342,100,8039,101.85,13.9
1/17/24 11:30,0.313,0.336,0.333,0.306,0.338,0.342,100,8045,101.87,15.1
1/17/24 11:40,0.313,0.336,0.333,0.306,0.337,0.342,100,8048,101.87,16.0
1/17/24 11:50,0.312,0.335,0.333,0.306,0.337,0.342,100,8033,101.87,16.6
1/17/24 12:00,0.312,0.335,0.333,0.306,0.338,0.342,100,8064,101.86,16.9
1/17/24 12:10,0.312,0.335,0.333,0.306,0.339,0.342,100,8070,101.86,17.4
1/17/24 12:20,0.312,0.335,0.333,0.306,0.340,0.342,100,8072,101.85,17.9
1/17/24 12:30,0.312,0.335,0.332,0.306,0.340,0.342,100,8083,101.84,18.0
1/17/24 12:40,0.312,0.335,0.332,0.306,0.340,0.342,100,8083,101.83,18.2
1/17/24 12:50,0.312,0.335,0.333,0.306,0.340,0.342,100,8091,101.82,18.4
1/17/24 13:00,0.312,0.336,0.333,0.306,0.340,0.342,100,8087,101.80,18.3
1/17/24 13:10,0.312,0.336,0.332,0.306,0.340,0.342,100,8090,101.79,18.2
1/17/24 13:20,0.312,0.336,0.332,0.306,0.340,0.342,100,8078,101.77,17.8
1/17/24 13:30,0.312,0.336,0.333,0.306,0.340,0.342,100,8094,101.76,17.2
1/17/24 13:40,0.312,0.337,0.333,0.306,0.340,0.342,100,8110,101.76,17.1
1/17/24 13:50,0.312,0.337,0.333,0.306,0.340,0.342,100,8115,101.76,17.6
1/17/24 14:00,0.312,0.337,0.333,0.306,0.340,0.342,100,8119,101.75,17.7
1/17/24 14:10,0.312,0.337,0.333,0.306,0.340,0.342,100,8121,101.74,17.9
1/17/24 14:20,0.312,0.338,0.333,0.306,0.340,0.342,100,8124,101.73,18.1
1/17/24 14:30,0.312,0.338,0.333,0.306,0.340,0.342,100,8131,101.71,18.2
1/17/24 14:40,0.312,0.338,0.333,0.306,0.340,0.342,100,8137,101.70,18.4
1/17/24 14:50,0.312,0.338,0.333,0.306,0.340,0.342,100,8137,101.71,18.7
1/17/24 15:00,0.312,0.338,0.333,0.306,0.340,0.342,100,8141,101.70,18.8
1/17/24 15:10,0.312,0.338,0.333,0.306,0.340,0.342,100,8151,101.69,19.0
1/17/24 15:20,0.312,0.338,0.333,0.305,0.340,0.342,100,8153,101.70,19.5
1/17/24 15:30,0.312,0.338,0.333,0.305,0.340,0.342,100,8148,101.70,19.8
1/17/24 15:40,0.312,0.338,0.333,0.305,0.340,0.342,100,8146,101.69,19.7
1/17/24 15:50,0.312,0.338,0.333,0.305,0.340,0.342,100,8153,101.69,19.4
1/17/24 16:00,0.312,0.338,0.333,0.305,0.340,0.342,100,8154,101.68,19.4
1/17/24 16:10,0.312,0.338,0.333,0.305,0.340,0.342,100,8156,101.69,19.5
1/17/24 16:20,0.312,0.338,0.333,0.305,0.340,0.342,100,8156,101.70,19.3
1/17/24 16:30,0.312,0.338,0.333,0.305,0.340,0.342,100,8157,101.71,19.0
1/17/24 16:40,0.311,0.339,0.333,0.305,0.340,0.342,100,8161,101.71,18.7
1/17/24 16:50,0.311,0.339,0.333,0.305,0.340,0.342,100,8158,101.69,18.3
1/17/24 17:00,0.311,0.338,0.333,0.305,0.340,0.342,100,8156,101.68,17.9
1/17/24 17:10,0.311,0.338,0.333,0.305,0.340,0.342,100,8156,101.69,17.4
1/17/24 17:20,0.311,0.338,0.333,0.305,0.340,0.342,100,8150,101.71,16.8
1/17/24 17:30,0.311,0.338,0.333,0.304,0.340,0.342,100,8148,101.72,16.2
1/17/24 17:40,0.311,0.338,0.333,0.304,0.340,0.342,100,8141,101.72,15.6
1/17/24 17:50,0.311,0.338,0.333,0.304,0.340,0.342,100,8133,101.72,14.8
1/17/24 18:00,0.311,0.339,0.333,0.304,0.340,0.342,100,8127,101.73,13.9
1/17/24 18:10,0.311,0.339,0.333,0.304,0.340,0.342,100,8126,101.74,13.2
1/17/24 18:20,0.311,0.339,0.333,0.304,0.340,0.342,100,8120,101.74,12.5
1/17/24 18:30,0.311,0.338,0.333,0.304,0.340,0.342,100,8116,101.74,11.8
1/17/24 18:40,0.311,0.338,0.333,0.303,0.340,0.342,100,8113,101.75,11.2
